time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2010-10-21T11:00:32.730Z,-6.125,150.869,42.5,5.5,mwc,164,24.1,,1.3,us,usp000hnc5,2015-02-11T17:19:29.000Z,"New Britain region, Papua New Guinea",earthquake
2010-10-21T17:53:13.570Z,24.696,-109.156,13,6.7,mwc,352,50.3,,1.21,us,usp000hncm,2015-02-11T17:19:29.000Z,"Gulf of California",earthquake
2010-10-21T17:53:14.000Z,24.826,-109.15,19.4,6.7,mw,,,,,iscgem,iscgem15260419,2015-02-12T22:35:33.668Z,"Gulf of California",earthquake
2010-10-22T19:31:37.560Z,-20.878,-68.372,132.2,5.8,mwb,335,47.2,,1.04,us,usp000hne0,2015-02-12T23:11:12.060Z,"Potosi, Bolivia",earthquake
2010-10-23T01:38:14.000Z,-29.593,-71.112,44,5.6,mwc,271,71.2,,,us,usp000hnea,2015-02-12T20:16:38.831Z,"Coquimbo, Chile",earthquake
2010-10-23T03:09:15.050Z,-56.7,-141.952,10,5.8,mwc,26,73.5,,1.08,us,usp000hnef,2015-02-12T22:05:13.373Z,"Pacific-Antarctic Ridge",earthquake
2010-10-23T05:58:27.730Z,-37.743,-73.362,15,5.5,mwb,319,66,,0.86,us,usp000hnek,2015-02-11T17:19:30.000Z,"Bio-Bio, Chile",earthquake
2010-10-23T05:58:28.000Z,-37.856,-73.508,20,5.5,mw,,,,,iscgem,iscgem15793289,2015-02-12T20:17:26.929Z,"Bio-Bio, Chile",earthquake
2010-10-25T12:05:28.930Z,-0.071,125.059,37,5.8,mwc,288,23.8,,1.09,us,usp000hnhx,2015-02-12T22:58:24.644Z,"Molucca Sea",earthquake
2010-10-25T14:42:21.000Z,-3.545,100.066,17.6,7.8,mw,,,,,iscgem,iscgem15264887,2015-02-12T22:09:06.078Z,"Kepulauan Mentawai region, Indonesia",earthquake
2010-10-25T14:42:22.460Z,-3.487,100.082,20.1,7.8,mwc,379,23,,1.17,us,usp000hnj4,2015-02-12T16:21:22.000Z,"Kepulauan Mentawai region, Indonesia",earthquake
2010-10-25T19:37:31.150Z,-2.958,100.372,26,6.3,mwc,258,23.7,,1.04,us,usp000hnjs,2015-02-12T21:16:18.958Z,"Kepulauan Mentawai region, Indonesia",earthquake
2010-10-25T19:39:27.300Z,-2.963,100.504,31.8,5.7,mb,31,170.8,,0.63,us,usp000hnjt,2015-02-12T23:41:55.914Z,"Kepulauan Mentawai region, Indonesia",earthquake
2010-10-25T22:59:53.370Z,-3.301,100.463,19,5.9,mwc,280,25.6,,1.06,us,usp000hnk6,2015-02-12T21:07:04.012Z,"Kepulauan Mentawai region, Indonesia",earthquake
2010-10-26T02:08:29.180Z,-41.494,-85.758,10,5.6,mwc,163,38.8,,1.1,us,usp000hnkg,2015-02-12T22:00:50.913Z,"West Chile Rise",earthquake
2010-10-28T02:22:25.270Z,23.084,-108.454,10,5.6,mwc,225,80.8,,1.12,us,usp000hnpe,2015-02-11T17:19:30.000Z,"Gulf of California",earthquake
2010-10-28T02:22:26.000Z,23.147,-108.514,15,5.6,mw,,,,,iscgem,iscgem15268286,2015-02-12T20:15:45.205Z,"Gulf of California",earthquake
2010-10-28T03:17:24.760Z,-5.51,153.744,33,5.8,mwc,186,20.8,,1.18,us,usp000hnpg,2015-02-12T21:27:28.163Z,"New Ireland region, Papua New Guinea",earthquake
2010-10-30T15:18:33.070Z,-56.586,-142.292,10,6.4,mwc,35,51.1,,1.5,us,usp000hntb,2015-02-12T23:09:09.065Z,"Pacific-Antarctic Ridge",earthquake
2010-10-31T16:38:49.490Z,-6.385,150.161,10,5.8,mwc,225,15.8,,1.33,us,usp000hnum,2015-02-12T21:01:06.414Z,"New Britain region, Papua New Guinea",earthquake
2010-11-01T05:16:34.400Z,-6.37,150.22,8.7,5.5,mwb,162,18.7,,1.11,us,usp000hnvd,2015-02-12T20:17:28.403Z,"New Britain region, Papua New Guinea",earthquake
2010-11-01T23:16:46.700Z,16.738,-93.793,167.4,5.6,mwc,372,65.2,,,us,usp000hnwa,2015-02-12T21:08:10.037Z,"Chiapas, Mexico",earthquake
2010-11-02T06:39:55.060Z,-5.355,151.556,35,5.8,mwc,327,17.9,,1.04,us,usp000hnwk,2015-02-12T21:18:01.265Z,"New Britain region, Papua New Guinea",earthquake
2010-11-02T18:10:14.890Z,47.092,146.747,369.4,5.5,mwc,389,30.6,,0.78,us,usp000hnx8,2015-02-11T17:19:30.000Z,"northwest of the Kuril Islands",earthquake
2010-11-02T23:08:07.100Z,-19.19,168.56,42.2,5.5,mwb,212,36.7,,1.16,us,usp000hnxu,2015-02-12T22:24:23.787Z,"Vanuatu",earthquake
2010-11-03T00:56:55.400Z,43.76,20.73,0.9,5.5,mwc,380,16.7,,,us,usp000hny4,2015-02-11T17:19:30.000Z,"Serbia",earthquake
2010-11-03T11:18:15.570Z,-4.617,134.071,10,6,mwc,156,21.8,,1.15,us,usp000hnyy,2015-02-12T22:16:21.917Z,"near the south coast of Papua, Indonesia",earthquake
2010-11-03T23:34:42.480Z,-20.466,-174.28,18,6.1,mwc,430,30.2,,0.9,us,usp000hnzg,2015-02-12T20:23:08.297Z,"Tonga",earthquake
2010-11-04T01:05:47.380Z,51.236,-176.5,45.3,5.5,mwc,321,65.7,,0.84,us,usp000hnzp,2015-02-11T17:19:30.000Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2010-11-05T16:40:36.920Z,12.736,123.054,10,5.8,mwc,118,61.3,,1.16,us,usp000hp57,2015-02-12T22:40:16.025Z,"Masbate region, Philippines",earthquake
2010-11-07T19:26:49.430Z,24.383,141.588,113,5.6,mwb,314,17.1,,1.15,us,usp000hp8q,2015-02-12T20:13:06.819Z,"Volcano Islands, Japan region",earthquake
2010-11-10T04:05:24.410Z,-45.464,96.394,10,6.5,mwc,267,26.2,,1.12,us,usp000hpc0,2015-02-12T23:15:32.138Z,"southeast Indian Ridge",earthquake
2010-11-10T10:30:15.660Z,14.923,119.868,21,5.5,mwc,162,29.1,,1.1,us,usp000hpc9,2015-02-11T17:19:30.000Z,"Luzon, Philippines",earthquake
2010-11-10T23:48:38.970Z,5.946,-82.571,19.1,5.7,mwc,178,50.9,,1.41,us,usp000hpcw,2015-02-12T21:04:05.784Z,"south of Panama",earthquake
2010-11-11T20:29:57.730Z,-6.276,154.74,36,5.6,mwc,352,16,,1.14,us,usp000hpe5,2015-02-12T23:36:47.606Z,"Bougainville region, Papua New Guinea",earthquake
2010-11-12T02:14:46.220Z,-6.553,130.035,168.7,5.5,mwb,303,15.6,,0.83,us,usp000hpee,2015-02-12T21:18:45.286Z,"Banda Sea",earthquake
2010-11-12T19:01:29.970Z,-35.958,-102.21,10,5.8,mwb,300,27.1,,1.06,us,usp000hpfw,2015-02-12T22:50:17.630Z,"southeast of Easter Island",earthquake
2010-11-14T06:32:27.980Z,11.984,43.963,10,5.5,mwb,100,59.7,,0.82,us,usp000hpj1,2015-02-11T17:19:30.000Z,"Djibouti region",earthquake
2010-11-14T17:02:47.690Z,11.865,43.716,10,5.5,mwc,88,63,,1.32,us,usp000hpmm,2015-02-11T17:19:31.000Z,"Djibouti region",earthquake
2010-11-16T01:39:42.810Z,-1.99,139.017,13,5.9,mwb,276,9.3,,0.93,us,usp000hpqk,2015-02-12T21:46:45.426Z,"near the north coast of Papua, Indonesia",earthquake
2010-11-16T18:44:38.330Z,-3.005,68.125,10,5.5,mwc,163,31.8,,1.09,us,usp000hprw,2015-02-11T17:19:31.000Z,"Chagos Archipelago region",earthquake
2010-11-17T15:53:31.650Z,-7.797,129.446,23,5.9,mwc,222,36.8,,1.01,us,usp000hpt2,2015-02-12T20:21:52.333Z,"Kepulauan Babar, Indonesia",earthquake
2010-11-19T21:55:15.610Z,1.181,100.119,213.3,5.7,mwb,367,24.4,,1.09,us,usp000hpvg,2015-02-12T22:44:10.833Z,"northern Sumatra, Indonesia",earthquake
2010-11-21T04:36:31.440Z,-54.967,-131.479,10,6,mwc,169,40.6,,1.22,us,usp000hpx8,2015-02-12T23:28:55.810Z,"Pacific-Antarctic Ridge",earthquake
2010-11-21T12:31:45.000Z,23.894,121.722,55,5.5,mw,,,,,iscgem,iscgem15666135,2015-02-12T22:37:20.053Z,"Taiwan",earthquake
2010-11-21T12:31:45.400Z,23.827,121.658,47,5.6,mwb,331,11.5,,1.07,us,usp000hpxr,2015-02-11T17:19:31.000Z,"Taiwan",earthquake
2010-11-22T16:18:43.440Z,-33.625,-178.918,10,5.9,mwb,142,57.2,,1.05,us,usp000hpz7,2015-02-12T21:58:35.381Z,"south of the Kermadec Islands",earthquake
2010-11-23T09:01:06.860Z,-5.959,148.966,68,6.1,mwc,345,18.8,,1.07,us,usp000hq00,2015-02-12T23:07:57.043Z,"New Britain region, Papua New Guinea",earthquake
2010-11-26T12:33:42.270Z,28.063,52.564,9,5.5,mwc,283,20.1,,1.07,us,usp000hq53,2015-02-11T17:19:31.000Z,"southern Iran",earthquake
2010-11-26T17:36:11.790Z,-3.369,131.014,14,5.8,mwb,200,24.1,,1.13,us,usp000hq5d,2015-02-12T22:34:30.774Z,"Ceram Sea, Indonesia",earthquake
2010-11-27T02:44:52.690Z,10.293,-43.128,10,5.7,mwc,63,55.9,,1.34,us,usp000hq6a,2015-02-12T20:56:33.456Z,"northern Mid-Atlantic Ridge",earthquake
2010-11-27T18:11:13.520Z,3.862,128.071,58.7,5.7,mwb,296,24.8,,1.07,us,usp000hq7a,2015-02-12T21:57:18.739Z,"north of Halmahera, Indonesia",earthquake
2010-11-30T03:24:40.180Z,28.349,139.187,470,6.8,mwc,477,24.5,,0.85,us,usp000hqaw,2015-02-12T23:02:00.253Z,"Bonin Islands, Japan region",earthquake
2010-11-30T03:24:41.000Z,28.61,139.14,470.5,6.7,mww,,,,,duputel,duputel201011300324a,2015-02-12T16:21:22.000Z,"Bonin Islands, Japan region",earthquake
2010-11-30T08:42:22.650Z,52.215,-169.506,18,5.5,mwc,381,106.1,,1.08,us,usp000hqb3,2015-02-11T17:19:31.000Z,"Fox Islands, Aleutian Islands, Alaska",earthquake
2010-11-30T17:54:47.580Z,48.922,154.918,35,5.7,mwc,334,75.7,,0.9,us,usp000hqbw,2015-02-12T22:30:28.339Z,"Kuril Islands",earthquake
2010-12-01T00:50:21.730Z,2.689,99.041,160.1,5.6,mwc,257,31.8,,0.92,us,usp000hqcd,2015-02-12T21:06:57.179Z,"northern Sumatra, Indonesia",earthquake
2010-12-01T16:01:27.440Z,-15.888,-178.956,15.2,6.1,mwc,259,31.7,,0.98,us,usp000hqd4,2015-02-12T20:19:01.740Z,"Fiji region",earthquake
2010-12-02T03:12:09.820Z,-6.001,149.977,33,6.6,mwb,306,18.5,,1.15,us,usp000hqdx,2015-02-12T20:15:04.354Z,"New Britain region, Papua New Guinea",earthquake
2010-12-05T21:44:35.820Z,-36.231,-100.826,12.7,5.9,mwb,32,,,1.44,us,usp000hqjh,2015-02-12T22:56:53.213Z,"southeast of Easter Island",earthquake
2010-12-06T07:30:32.000Z,40.875,143.113,25,5.7,mw,,,,,iscgem,iscgem15688645,2015-02-12T20:28:55.309Z,"off the east coast of Honshu, Japan",earthquake
2010-12-06T07:30:32.710Z,40.904,142.967,22,5.7,mwb,378,55.5,,0.88,us,usp000hqjz,2014-11-07T01:43:04.784Z,"near the east coast of Honshu, Japan",earthquake
2010-12-07T04:27:22.040Z,-57.932,-7.474,10,5.9,mwc,145,76.6,,1.16,us,usp000hqm1,2015-02-12T20:40:37.804Z,"east of the South Sandwich Islands",earthquake
2010-12-07T05:31:03.850Z,-58.019,-7.503,10,5.7,mwc,68,85.5,,1.39,us,usp000hqm2,2015-02-12T20:48:42.581Z,"east of the South Sandwich Islands",earthquake
2010-12-07T18:17:39.850Z,54.356,169.128,13,5.8,mwb,498,22.3,,0.87,us,usp000hqmn,2015-02-12T23:22:32.906Z,"Komandorskiye Ostrova, Russia region",earthquake
2010-12-08T05:24:35.260Z,-56.412,-25.741,29.4,6.3,mwc,319,40.4,,1.06,us,usp000hqnd,2015-02-12T23:39:06.099Z,"South Sandwich Islands region",earthquake
2010-12-08T06:47:15.880Z,7.481,126.505,53.1,5.9,mwc,286,20.6,,1.08,us,usp000hqnh,2015-02-12T21:09:19.415Z,"Mindanao, Philippines",earthquake
2010-12-08T08:21:33.530Z,39.358,72.86,10,5.5,mwc,152,55.5,,1.07,us,usp000hqnn,2015-02-11T17:19:32.000Z,"Kyrgyzstan",earthquake
2010-12-08T15:31:05.820Z,-6.686,129.898,171.9,5.5,mwb,226,26.4,,0.95,us,usp000hqpa,2015-02-12T20:22:58.704Z,"Banda Sea",earthquake
2010-12-10T17:48:21.500Z,23.863,-45.733,10,5.5,mwc,308,29.3,,0.81,us,usp000hqrv,2015-02-11T17:19:32.000Z,"northern Mid-Atlantic Ridge",earthquake
2010-12-11T13:43:20.570Z,-21.811,-179.353,601.2,5.6,mwb,318,42.2,,0.99,us,usp000hqt3,2015-02-11T17:19:32.000Z,"Fiji region",earthquake
2010-12-12T17:50:36.820Z,-28.098,-177.106,35,5.6,mwc,257,31.4,,1.17,us,usp000hqv3,2015-02-12T21:29:24.168Z,"Kermadec Islands region",earthquake
2010-12-13T01:14:42.320Z,-6.534,155.647,135.8,6.2,mwc,392,21.5,,1.02,us,usp000hqvf,2015-02-12T22:59:11.753Z,"Bougainville region, Papua New Guinea",earthquake
2010-12-13T09:18:32.360Z,-6.259,104.008,42.8,5.7,mwc,270,19.8,,1.08,us,usp000hqvw,2015-02-12T21:42:07.915Z,"Sunda Strait, Indonesia",earthquake
2010-12-15T11:29:30.840Z,-7.268,128.786,134.9,6,mwc,364,15.4,,0.92,us,usp000hqyf,2015-02-12T23:41:20.003Z,"Kepulauan Barat Daya, Indonesia",earthquake
2010-12-17T13:22:45.380Z,-6.48,129.996,154.9,5.5,mwc,148,37.1,,1.13,us,usp000hr19,2015-02-11T17:19:32.000Z,"Banda Sea",earthquake
2010-12-18T05:06:21.690Z,10.409,126.156,14,5.6,mwc,191,22.4,,0.94,us,usp000hr2z,2015-02-12T20:20:23.535Z,"Philippine Islands region",earthquake
2010-12-18T22:24:18.000Z,-14.131,-173.306,30.7,5.9,mwc,187,95.2,,1.09,us,usp000hr45,2015-02-12T23:00:13.093Z,"Samoa Islands region",earthquake
2010-12-20T15:15:08.670Z,10.171,-103.977,10,5.9,mwc,282,97.5,,1.14,us,usp000hr7a,2015-02-12T22:42:40.150Z,"northern East Pacific Rise",earthquake
2010-12-20T17:21:26.180Z,12.995,-88.64,72.3,5.7,mwb,384,33.3,,1.22,us,usp000hr7g,2015-02-12T23:35:57.074Z,"offshore El Salvador",earthquake
2010-12-20T18:41:59.200Z,28.412,59.18,12,6.7,mwc,279,24.3,,1.21,us,usp000hr7k,2015-02-12T20:58:51.575Z,"southeastern Iran",earthquake
2010-12-21T03:59:38.350Z,-8.7,111.197,54.6,5.6,mwb,310,21.4,,1.01,us,usp000hr88,2015-02-12T23:22:43.529Z,"Java, Indonesia",earthquake
2010-12-21T14:07:48.290Z,2.715,95.893,21,5.8,mwb,220,20.4,,0.93,us,usp000hr94,2015-02-12T21:10:50.349Z,"Simeulue, Indonesia",earthquake
2010-12-21T17:19:40.000Z,26.87,143.9642,25.5,7.3,mww,,,,,duputel,duputel201012211719a,2015-02-12T16:21:22.000Z,"Bonin Islands, Japan region",earthquake
2010-12-21T17:19:40.660Z,26.901,143.698,14,7.4,mwc,603,13,,0.99,us,usp000hr97,2015-02-12T23:51:50.031Z,"Bonin Islands, Japan region",earthquake
2010-12-21T17:40:47.590Z,27.08,143.215,10,5.5,mb,137,48.8,,1.05,us,usp000hr9f,2014-11-07T01:43:10.582Z,"Bonin Islands, Japan region",earthquake
2010-12-21T17:41:25.990Z,27.081,143.308,7.6,5.5,mb,268,23.1,,0.96,us,usp000hr9g,2015-02-12T21:42:03.935Z,"Bonin Islands, Japan region",earthquake
2010-12-21T20:18:43.490Z,27.096,143.236,10,5.6,ms,264,18.8,,0.94,us,usp000hrb6,2015-02-12T21:28:10.577Z,"Bonin Islands, Japan region",earthquake
2010-12-22T01:31:17.860Z,26.669,143.535,10,5.6,mwc,268,21.8,,1.19,us,usp000hrdk,2015-02-12T22:00:14.870Z,"Bonin Islands, Japan region",earthquake
2010-12-22T21:49:40.080Z,26.81,143.595,18,6.4,mwc,455,13.3,,1.06,us,usp000hrky,2015-02-12T22:07:17.407Z,"Bonin Islands, Japan region",earthquake
2010-12-23T14:00:32.330Z,53.127,171.161,18,6.4,mwc,559,31.1,,0.91,us,usp000hrpy,2015-02-12T22:52:34.396Z,"Near Islands, Aleutian Islands, Alaska",earthquake
2010-12-23T16:28:14.240Z,-19.908,168.596,39.3,5.6,mb,42,81.8,,1.38,us,usp000hrqj,2015-02-12T20:30:22.552Z,"Vanuatu",earthquake
2010-12-23T16:28:14.780Z,-7.999,119.951,206.8,5.5,mwc,270,29.9,,1.12,us,usp000hrqk,2015-02-12T22:11:41.496Z,"Flores Sea",earthquake
2010-12-24T05:48:52.990Z,-63.592,-167.354,4,5.9,mwb,122,31.3,,1.07,us,usp000hrsd,2015-02-12T22:21:03.624Z,"Pacific-Antarctic Ridge",earthquake
2010-12-25T13:16:37.000Z,-19.702,167.947,16,7.3,mwc,409,12,,1.17,us,usp000hrw0,2015-02-12T22:43:23.233Z,"Vanuatu region",earthquake
2010-12-25T13:59:02.040Z,-19.307,168.002,10,5.5,mb,159,25.4,,1.16,us,usp000hrw5,2015-02-12T23:12:22.039Z,"Vanuatu",earthquake
2010-12-25T19:42:23.700Z,51.115,-176.162,10,5.6,mwb,339,97.5,,1.06,us,usp000hrxu,2015-02-12T21:49:44.437Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2010-12-26T02:13:37.680Z,-19.616,168.284,13,6,mwb,300,25.1,,0.93,us,usp000hrzt,2015-02-12T20:15:55.735Z,"Vanuatu",earthquake
2010-12-26T19:38:21.440Z,-19.636,168.261,10,5.5,mwc,196,32.3,,1.13,us,usp000hs2h,2015-02-12T20:24:42.293Z,"Vanuatu",earthquake
2010-12-27T17:02:32.880Z,-50.811,139.375,10,5.6,mwc,75,64.9,,1.31,us,usp000hs4q,2015-02-12T23:39:02.590Z,"western Indian-Antarctic Ridge",earthquake
2010-12-27T19:40:12.650Z,-19.311,167.96,10,5.5,mwc,181,27.1,,0.96,us,usp000hs50,2015-02-12T22:59:03.834Z,"Vanuatu region",earthquake
2010-12-28T08:34:17.550Z,-23.407,-179.802,551,6.3,mwc,446,21.1,,0.85,us,usp000hs6h,2015-02-12T21:17:02.946Z,"south of the Fiji Islands",earthquake
2010-12-29T06:54:19.640Z,-19.661,168.14,16,6.4,mwc,372,20.2,,1.27,us,usp000hs82,2015-02-12T22:14:39.004Z,"Vanuatu",earthquake
2010-12-29T07:02:17.340Z,-19.701,168.123,10,5.5,mb,88,52.2,,1.29,us,usp000hs83,2015-02-12T23:12:00.303Z,"Vanuatu",earthquake
2010-12-30T12:02:41.800Z,51.626,177.378,56.8,5.5,mwc,350,46,,0.98,us,usp000hsa4,2015-02-12T22:25:08.736Z,"Rat Islands, Aleutian Islands, Alaska",earthquake
2010-12-30T14:36:54.560Z,-10.819,165.376,10,5.6,mwb,193,28.5,,1.2,us,usp000hsaa,2015-02-12T23:08:00.561Z,"Santa Cruz Islands",earthquake
2010-12-31T16:30:54.520Z,0.663,-26.045,10,5.5,mwc,132,36.7,,0.98,us,usp000hsc9,2015-02-11T17:19:33.000Z,"central Mid-Atlantic Ridge",earthquake
2011-01-01T09:56:58.000Z,-26.69,-63.09,580.5,7,mww,,,,,duputel,duputel201101010956a,2015-02-12T16:21:22.000Z,"Santiago Del Estero, Argentina",earthquake
2011-01-01T09:56:58.120Z,-26.803,-63.136,576.8,7,mww,607,18.4,,0.85,us,usp000hsdc,2015-02-12T22:36:08.057Z,"Santiago Del Estero, Argentina",earthquake
2011-01-02T15:19:31.040Z,-4.458,101.428,21.6,5.7,mwb,271,28.9,,1.08,us,usp000hsfe,2015-02-12T21:47:27.640Z,"southern Sumatra, Indonesia",earthquake
2011-01-02T20:20:17.780Z,-38.355,-73.326,24,7.2,mww,397,30.1,,1.1,us,usp000hsfq,2015-02-12T22:24:29.146Z,"Araucania, Chile",earthquake
2011-01-03T16:43:28.670Z,-59.791,149.897,10,5.6,mwc,50,74.5,,1,us,usp000hshp,2015-02-12T21:55:32.353Z,"west of Macquarie Island",earthquake
2011-01-05T00:57:32.220Z,31.545,142.177,21.4,5.6,mwc,441,20.9,,0.78,us,usp000hskf,2015-02-12T22:04:02.185Z,"Izu Islands, Japan region",earthquake
2011-01-05T06:46:14.630Z,-22.26,171.631,112.2,6.1,mww,284,37.5,,0.93,us,usp000hskt,2015-02-12T20:33:30.682Z,"southeast of the Loyalty Islands",earthquake
2011-01-07T01:19:16.700Z,20.114,-45.617,10,5.5,mwc,241,49.6,,0.89,us,usp000hspc,2015-02-12T22:10:26.577Z,"northern Mid-Atlantic Ridge",earthquake
2011-01-07T03:09:58.810Z,4.243,90.414,17,5.5,mwc,186,22.5,,0.93,us,usp000hspg,2015-02-12T20:38:11.919Z,"off the west coast of northern Sumatra",earthquake
2011-01-08T04:10:56.690Z,-0.026,124.913,56.7,5.6,mwc,224,22.2,,1.15,us,usp000hsqz,2015-02-12T20:21:19.837Z,"Molucca Sea",earthquake
2011-01-09T10:03:43.000Z,-19.28,168.389,20,6.5,mw,,,,,iscgem,iscgem15910807,2015-02-12T21:49:55.813Z,"Vanuatu",earthquake
2011-01-09T10:03:43.990Z,-19.155,168.312,22,6.5,mww,408,20.8,,1.02,us,usp000hst4,2015-02-12T16:21:22.000Z,"Vanuatu",earthquake
2011-01-09T13:00:14.210Z,-19.336,168.435,10,5.7,mwc,81,30,,1.03,us,usp000hstp,2015-02-12T21:31:04.022Z,"Vanuatu",earthquake
2011-01-09T14:54:43.200Z,-19.296,168.407,10,5.5,mwb,136,26.7,,1.13,us,usp000hstv,2014-11-07T01:43:24.375Z,"Vanuatu",earthquake
2011-01-09T17:21:51.650Z,-19.201,168.155,18,6.1,mww,261,22.8,,1.37,us,usp000hsua,2015-02-12T21:38:04.412Z,"Vanuatu",earthquake
2011-01-09T18:21:06.850Z,-19.297,168.009,10,5.5,mwc,122,52.4,,1.09,us,usp000hsuc,2015-02-12T22:36:48.632Z,"Vanuatu",earthquake
2011-01-10T02:11:09.430Z,-19.553,-176.032,228.9,5.6,mwc,263,33.9,,0.75,us,usp000hsuy,2015-02-12T21:32:52.027Z,"Fiji region",earthquake
2011-01-10T06:02:50.000Z,-35.711,-73.308,20,5.9,mw,,,,,iscgem,iscgem15914934,2015-02-12T22:31:26.025Z,"offshore Maule, Chile",earthquake
2011-01-10T06:02:51.950Z,-35.594,-73.064,24.4,5.9,mwc,241,54,,0.89,us,usp000hsv8,2014-11-07T01:43:24.958Z,"offshore Maule, Chile",earthquake
2011-01-10T10:24:20.980Z,23.083,143.166,86.6,5.6,mwb,328,21.6,,0.96,us,usp000hsvn,2015-02-12T22:05:12.236Z,"Volcano Islands, Japan region",earthquake
2011-01-11T09:16:09.550Z,-13.265,167.208,221.8,5.5,mwb,311,31,,0.86,us,usp000hsx6,2015-02-12T20:22:22.539Z,"Vanuatu",earthquake
2011-01-12T21:32:53.860Z,26.973,139.882,512,6.4,mww,626,22.5,,1.04,us,usp000hszr,2015-02-12T23:00:54.665Z,"Bonin Islands, Japan region",earthquake
2011-01-13T12:04:56.420Z,-36.92,179.46,35,5.5,mwc,126,57.4,,1.25,us,usp000ht0x,2014-11-07T01:43:26.000Z,"off the east coast of the North Island of New Zealand",earthquake
2011-01-13T16:16:41.000Z,-20.43,168.3631,25.5,7,mww,,,,,duputel,duputel201101131616a,2015-02-12T16:21:22.000Z,"Loyalty Islands, New Caledonia",earthquake
2011-01-13T16:16:41.540Z,-20.628,168.471,9,7,mww,578,13.3,,0.99,us,usp000ht15,2015-02-12T20:24:14.277Z,"Loyalty Islands, New Caledonia",earthquake
2011-01-13T16:43:07.730Z,-20.606,168.399,10,5.9,mwc,337,20,,1.02,us,usp000ht1b,2015-02-12T20:44:48.763Z,"Loyalty Islands, New Caledonia",earthquake
2011-01-15T06:09:10.330Z,-14.589,167.285,198.5,5.8,mwc,186,29.3,,0.89,us,usp000ht50,2015-02-12T22:40:21.901Z,"Vanuatu",earthquake
2011-01-15T11:23:52.870Z,2.491,96.28,17,5.7,mwb,311,24.1,,1.06,us,usp000ht5g,2015-02-12T21:16:55.694Z,"Simeulue, Indonesia",earthquake
2011-01-15T12:56:26.770Z,-5.65,130.252,198.8,5.7,mwb,224,32.7,,0.91,us,usp000ht5t,2015-02-12T21:23:24.898Z,"Banda Sea",earthquake
2011-01-17T19:20:57.210Z,-5.03,102.647,36,6,mww,391,26.3,,1.02,us,usp000ht9g,2015-02-12T21:41:32.264Z,"southern Sumatra, Indonesia",earthquake
2011-01-18T11:33:45.070Z,2.632,96.404,21,5.9,mww,247,40.2,,1.31,us,usp000htap,2015-02-12T22:06:25.525Z,"Simeulue, Indonesia",earthquake
2011-01-18T20:23:23.480Z,28.777,63.951,68,7.2,mww,372,25.3,,1.3,us,usp000htb4,2015-02-12T23:27:14.794Z,"southwestern Pakistan",earthquake
2011-01-22T07:38:56.510Z,2.903,95.516,24,5.6,mwb,140,40.7,,1.3,us,usp000htg5,2015-02-12T20:32:08.275Z,"Simeulue, Indonesia",earthquake
2011-01-23T19:15:41.000Z,-20.38,-176.205,225.1,5.8,mw,,,,,iscgem,iscgem16019253,2015-02-12T21:43:50.135Z,"Fiji region",earthquake
2011-01-23T19:15:42.670Z,-20.335,-176.292,236.1,5.9,mwb,418,17.2,,1.08,us,usp000htjh,2014-11-07T01:43:28.920Z,"Fiji region",earthquake
2011-01-24T01:02:02.030Z,-19.204,-173.51,16.2,5.7,mwb,211,35.2,,0.9,us,usp000htjz,2015-02-12T21:32:03.780Z,"Tonga",earthquake
2011-01-24T02:45:31.520Z,38.413,72.791,110,6,mww,438,21.2,,0.93,us,usp000htk2,2015-02-12T23:27:01.928Z,"Tajikistan",earthquake
2011-01-26T15:42:29.590Z,2.205,96.829,23,6.1,mww,286,27.1,,1.19,us,usp000htp9,2015-02-12T20:25:23.222Z,"Simeulue, Indonesia",earthquake
2011-01-26T17:03:30.060Z,-11.013,166.303,148.5,5.7,mwc,354,27.8,,0.83,us,usp000htpb,2015-02-12T22:58:01.065Z,"Santa Cruz Islands",earthquake
2011-01-27T00:59:37.860Z,-15.562,-173.117,16,5.6,mwc,287,44.8,,1.08,us,usp000htpm,2015-02-12T23:23:06.246Z,"Tonga",earthquake
2011-01-27T04:00:36.990Z,-11.656,166.356,82.9,5.5,mwc,170,32.8,,0.96,us,usp000htps,2015-02-12T23:42:36.730Z,"Santa Cruz Islands",earthquake
2011-01-27T08:38:28.340Z,28.195,59.015,10,6.2,mww,296,24.1,,1.05,us,usp000htpz,2015-02-12T20:18:03.789Z,"southeastern Iran",earthquake
2011-01-27T15:02:46.270Z,-38.502,175.996,158.1,5.6,mwb,212,22.4,,1.23,us,usp000htqf,2015-02-12T21:45:42.418Z,"North Island of New Zealand",earthquake
2011-01-29T06:55:27.520Z,70.931,-6.657,15,6.2,mwc,562,18.2,,0.92,us,usp000htt3,2015-02-12T20:42:50.638Z,"Jan Mayen Island region",earthquake
2011-01-29T11:58:17.800Z,-62.964,-164.221,10,5.5,mwb,49,75.1,,0.88,us,usp000htta,2015-02-12T23:06:51.330Z,"Pacific-Antarctic Ridge",earthquake
2011-01-29T12:38:59.990Z,21.613,142.956,321.2,5.5,mwb,243,19.1,,0.68,us,usp000httd,2014-11-07T01:43:31.414Z,"Mariana Islands region",earthquake
