time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2009-07-15T09:41:53.800Z,-46.036,165.937,12,5.7,mb,194,17.3,,,us,usp000gz8p,2014-11-07T01:39:19.529Z,"off the west coast of the South Island of New Zealand",earthquake
2009-07-15T20:10:42.660Z,-3.375,150.506,13.4,6.1,mwc,156,21.9,,1.05,us,usp000gz9k,2015-02-12T20:54:01.457Z,"New Ireland region, Papua New Guinea",earthquake
2009-07-16T17:59:36.100Z,-17.534,167.721,10,5.8,mwb,81,51.6,,1.09,us,usp000gzb6,2015-02-12T20:39:35.421Z,"Vanuatu",earthquake
2009-07-16T22:18:23.480Z,-46.196,166.13,30.4,5.7,mwc,139,55.6,,1.05,us,usp000gzbe,2015-02-12T20:35:56.627Z,"off the west coast of the South Island of New Zealand",earthquake
2009-07-16T23:52:03.560Z,5.008,126.511,59.2,5.6,mwc,107,61.2,,0.87,us,usp000gzbh,2015-02-12T21:25:44.917Z,"Mindanao, Philippines",earthquake
2009-07-17T03:20:29.410Z,-21.773,-175.075,19.1,5.7,mwc,169,55.4,,0.81,us,usp000gzbv,2015-02-12T20:56:17.260Z,"Tonga",earthquake
2009-07-20T15:19:47.640Z,2.301,126.94,35,5.5,mwc,99,33.4,,1.05,us,usp000gzfv,2015-02-11T17:19:09.000Z,"Molucca Sea",earthquake
2009-07-24T03:11:56.830Z,31.158,85.902,13.4,5.8,mwc,199,20.5,,0.92,us,usp000gzjs,2015-02-12T20:20:08.300Z,"western Xizang",earthquake
2009-07-25T01:42:23.870Z,-6.492,154.973,32,5.9,mwc,337,14.4,,0.98,us,usp000gzkn,2015-02-12T20:44:05.320Z,"Bougainville region, Papua New Guinea",earthquake
2009-07-25T01:43:40.710Z,59.29,-143.662,10.2,5.6,mwc,241,71.8,,,us,usp000gzkp,2015-02-12T22:50:18.297Z,"Gulf of Alaska",earthquake
2009-07-25T19:03:20.910Z,-29.774,-177.693,35,5.6,mwb,182,56,,0.99,us,usp000gzmg,2015-02-12T20:29:12.462Z,"Kermadec Islands, New Zealand",earthquake
2009-07-26T23:01:31.270Z,-17.755,168.089,25,5.8,mwc,182,29.1,,0.94,us,usp000gzpq,2015-02-11T17:19:10.000Z,"Vanuatu",earthquake
2009-07-26T23:01:33.000Z,-17.807,168.034,35,5.8,mw,,,,,iscgem,iscgem13545569,2015-02-12T23:25:57.982Z,"Vanuatu",earthquake
2009-07-26T23:10:23.510Z,-4.811,102.895,40,5.7,mwc,316,15.9,,1.3,us,usp000gzpr,2015-02-12T20:09:18.359Z,"southern Sumatra, Indonesia",earthquake
2009-07-28T08:43:45.450Z,-5.497,101.705,16,5.6,mwc,224,26.7,,1.02,us,usp000gzrh,2015-02-12T23:21:32.661Z,"southwest of Sumatra, Indonesia",earthquake
2009-07-29T14:52:08.300Z,22.572,143.263,140.1,5.5,mwc,239,15.8,,0.82,us,usp000gzsp,2015-02-11T17:19:10.000Z,"Volcano Islands, Japan region",earthquake
2009-07-29T21:33:05.740Z,-5.133,152.629,43.4,5.5,mwc,104,28.6,,0.74,us,usp000gzst,2015-02-11T17:19:10.000Z,"New Britain region, Papua New Guinea",earthquake
2009-07-30T20:05:35.650Z,-20.849,-174.256,14,5.8,mwc,237,23.8,,0.89,us,usp000gzts,2015-02-12T21:56:09.199Z,"Tonga",earthquake
2009-07-31T10:09:46.310Z,-56.504,-143.181,10,5.7,mwb,44,36.5,,1.07,us,usp000gzuy,2015-02-12T21:16:53.631Z,"Pacific-Antarctic Ridge",earthquake
2009-08-01T13:33:29.950Z,-56.234,-124.296,10,6.1,mwc,66,35.8,,1.13,us,usp000gzvz,2015-02-12T22:37:42.810Z,"southern East Pacific Rise",earthquake
2009-08-02T08:54:33.360Z,-0.447,132.908,20,6.1,mwc,223,13.8,,0.88,us,usp000gzwu,2015-02-12T20:24:01.355Z,"near the north coast of Papua, Indonesia",earthquake
2009-08-03T17:55:22.710Z,28.904,-112.997,10,5.5,mb,122,52.7,,1.36,us,usp000gzya,2014-11-07T01:39:26.806Z,"Gulf of California",earthquake
2009-08-03T17:59:56.170Z,29.039,-112.903,10,6.9,mwc,243,35,,1.29,us,usp000gzyb,2015-02-12T21:29:16.352Z,"Sonora, Mexico",earthquake
2009-08-03T18:40:50.100Z,29.31,-113.728,10,6.2,mwc,234,48,,1.28,us,usp000gzyf,2015-02-12T21:54:26.905Z,"Baja California, Mexico",earthquake
2009-08-05T00:17:58.000Z,24.23,125.1,25,6.1,mwc,,,,,gcmt,gcmt20090805001758,2015-02-11T17:19:10.000Z,"southwestern Ryukyu Islands, Japan",earthquake
2009-08-05T00:17:58.820Z,24.233,125.095,25,6.1,mwc,221,27,,0.89,us,usp000gzzq,2015-02-12T22:35:09.296Z,"southwestern Ryukyu Islands, Japan",earthquake
2009-08-05T08:31:40.480Z,-45.554,166.356,10,6.1,mwc,163,30.1,,1.12,us,usp000h004,2015-02-11T17:19:10.000Z,"off the west coast of the South Island of New Zealand",earthquake
2009-08-05T08:31:42.000Z,-45.464,166.481,15,6.1,mw,,,,,iscgem,iscgem15159266,2015-02-12T23:24:27.846Z,"off the west coast of the South Island of New Zealand",earthquake
2009-08-05T09:13:12.300Z,29.615,-113.789,10,5.8,mwc,223,47.8,,1.32,us,usp000h005,2015-02-12T23:09:44.450Z,"Baja California, Mexico",earthquake
2009-08-07T17:34:15.050Z,-16.148,-177.756,10,5.6,mwc,157,35,,1.05,us,usp000h02k,2015-02-12T23:44:23.666Z,"Fiji region",earthquake
2009-08-08T21:53:05.310Z,-22.66,179.112,619.6,5.5,mwc,170,35.4,,0.87,us,usp000h041,2015-02-11T17:19:10.000Z,"south of the Fiji Islands",earthquake
2009-08-09T07:08:59.830Z,-4.62,153.187,49,5.5,mwb,118,53.5,,0.8,us,usp000h04c,2015-02-11T17:19:10.000Z,"New Ireland region, Papua New Guinea",earthquake
2009-08-09T10:55:55.000Z,33.17,138.2984,300.5,7.1,mww,,,,,duputel,duputel200908091055a,2015-02-12T16:21:22.000Z,"Izu Islands, Japan region",earthquake
2009-08-09T10:55:55.110Z,33.167,137.944,292,7.1,mwc,447,14.2,,0.91,us,usp000h04j,2015-02-12T23:07:59.283Z,"near the south coast of Honshu, Japan",earthquake
2009-08-10T04:06:31.000Z,-11.612,166.09,35,6.6,mwc,251,29.1,,1.29,us,usp000h054,2015-02-12T23:02:35.475Z,"Santa Cruz Islands",earthquake
2009-08-10T17:46:23.590Z,-3.131,143.198,10,5.7,mwc,247,17.6,,0.75,us,usp000h05t,2015-02-12T21:08:52.225Z,"near the north coast of New Guinea, Papua New Guinea",earthquake
2009-08-10T19:55:38.730Z,14.099,92.902,24,7.5,mwc,303,18.2,,1.03,us,usp000h05x,2015-02-12T20:24:16.249Z,"Andaman Islands, India region",earthquake
2009-08-10T20:07:00.000Z,34.743,138.264,40,6.2,,,,,,atlas,atlas20090810200700,2015-02-04T09:41:37.168Z,"near the south coast of Honshu, Japan",earthquake
2009-08-10T20:07:09.110Z,34.743,138.264,40.4,6.2,mwr,163,30.6,,0.94,us,usp000h05y,2015-02-12T20:30:41.918Z,"near the south coast of Honshu, Japan",earthquake
2009-08-11T21:43:47.590Z,24.323,94.793,99,5.5,mwb,177,29.6,,0.8,us,usp000h07g,2015-02-11T17:19:10.000Z,"Myanmar-India border region",earthquake
2009-08-12T14:50:14.250Z,-57.66,-25.25,28,5.5,mwb,117,42.8,,0.81,us,usp000h08m,2015-02-12T21:15:07.266Z,"South Sandwich Islands region",earthquake
2009-08-12T18:00:52.690Z,-27.893,-66.672,173.5,5.5,mwc,247,35.9,,0.95,us,usp000h08r,2015-02-11T17:19:10.000Z,"Catamarca, Argentina",earthquake
2009-08-12T20:04:25.010Z,6.04,126.376,95.7,5.7,mwb,157,35.3,,0.95,us,usp000h08u,2015-02-12T23:15:52.731Z,"Mindanao, Philippines",earthquake
2009-08-12T22:48:51.000Z,32.72,140.757,60.5,6.5,mww,,,,,duputel,duputel200908122248a,2015-02-12T16:21:22.000Z,"Izu Islands, Japan region",earthquake
2009-08-12T22:48:51.420Z,32.821,140.395,53,6.6,mwc,336,14.1,,0.78,us,usp000h093,2015-02-12T23:45:31.435Z,"Izu Islands, Japan region",earthquake
2009-08-13T03:46:53.490Z,-26.76,-114.261,10,5.5,mwc,208,43.8,,0.8,us,usp000h09f,2015-02-11T17:19:10.000Z,"Easter Island region",earthquake
2009-08-13T09:21:35.750Z,14.052,92.821,35,5.9,mwc,197,27.9,,0.91,us,usp000h09t,2015-02-12T23:43:34.532Z,"Andaman Islands, India region",earthquake
2009-08-13T09:37:35.350Z,7.948,-85.633,10,5.8,mwc,261,64.1,,0.92,us,usp000h09u,2015-02-12T21:37:29.229Z,"off the coast of Costa Rica",earthquake
2009-08-13T11:17:01.000Z,-21.662,-174.565,10,5.6,mwc,169,45.3,,0.98,us,usp000h09w,2015-02-11T17:19:10.000Z,"Tonga",earthquake
2009-08-14T08:19:58.030Z,-13.912,166.682,27,5.8,mwc,129,28.7,,1.11,us,usp000h0bq,2015-02-12T20:19:51.898Z,"Vanuatu",earthquake
2009-08-15T13:22:43.420Z,18.183,-100.366,56.9,5.5,mwc,285,71.7,,1.07,us,usp000h0ds,2015-02-11T17:19:11.000Z,"Guerrero, Mexico",earthquake
2009-08-15T23:30:19.300Z,-19.826,-178.239,608.4,5.6,mwb,259,32.3,,0.89,us,usp000h0eg,2015-02-12T23:20:43.017Z,"Fiji region",earthquake
2009-08-16T07:38:21.000Z,-1.78,99.1899,15.5,6.7,mww,,,,,duputel,duputel200908160738a,2015-02-12T16:21:22.000Z,"Kepulauan Mentawai region, Indonesia",earthquake
2009-08-16T07:38:21.700Z,-1.479,99.49,20,6.7,mwc,369,14.9,,1.07,us,usp000h0ew,2015-02-12T20:09:31.232Z,"Kepulauan Mentawai region, Indonesia",earthquake
2009-08-16T12:49:00.090Z,-1.448,99.433,21,5.8,mwc,313,14.9,,0.9,us,usp000h0fn,2015-02-12T23:43:57.434Z,"Kepulauan Mentawai region, Indonesia",earthquake
2009-08-16T22:03:09.240Z,-17.936,-179.399,626.5,5.5,mwb,232,35.8,,0.75,us,usp000h0gf,2015-02-11T17:19:11.000Z,"Fiji region",earthquake
2009-08-17T00:05:49.030Z,23.501,123.499,20,6.7,mwc,345,13.5,,1.01,us,usp000h0gm,2015-02-12T21:16:22.423Z,"southwestern Ryukyu Islands, Japan",earthquake
2009-08-17T10:10:56.500Z,23.426,123.516,15,6.1,mwc,350,15.9,,0.92,us,usp000h0h9,2015-02-12T23:14:43.522Z,"southwestern Ryukyu Islands, Japan",earthquake
2009-08-17T10:15:05.010Z,23.418,123.711,10,5.7,mwc,135,43.5,,1.11,us,usp000h0ha,2015-02-12T20:47:11.995Z,"southwestern Ryukyu Islands, Japan",earthquake
2009-08-18T17:50:34.010Z,-0.911,97.95,10,5.9,mwb,148,24.6,,1.12,us,usp000h0m1,2015-02-11T17:19:11.000Z,"Kepulauan Batu, Indonesia",earthquake
2009-08-18T17:59:13.640Z,-6.633,154.568,35,5.6,mwc,123,41.9,,1.17,us,usp000h0m3,2015-02-12T21:29:10.839Z,"Bougainville region, Papua New Guinea",earthquake
2009-08-18T21:20:47.550Z,-26.064,-178.391,269.8,6.3,mwc,337,29.6,,0.85,us,usp000h0m7,2015-02-12T21:38:06.037Z,"south of the Fiji Islands",earthquake
2009-08-19T02:55:08.150Z,-1.366,99.371,10,5.5,mwc,301,25,,1,us,usp000h0mr,2015-02-12T20:30:44.698Z,"Kepulauan Mentawai region, Indonesia",earthquake
2009-08-20T06:35:04.430Z,72.2,0.944,6,6,mwc,465,22.8,,0.93,us,usp000h0nu,2015-02-12T22:41:33.166Z,"Norwegian Sea",earthquake
2009-08-21T11:15:39.030Z,-22.539,171.239,10,5.7,mwb,94,102.3,,1.02,us,usp000h0q4,2015-02-12T20:21:54.930Z,"southeast of the Loyalty Islands",earthquake
2009-08-23T11:44:30.600Z,2.483,127.077,35,5.5,mwc,155,24.1,,0.87,us,usp000h0sj,2015-02-11T17:19:11.000Z,"Molucca Sea",earthquake
2009-08-27T20:10:33.410Z,45.502,153.73,16.1,5.5,mwb,327,42,,0.76,us,usp000h0y1,2015-02-11T17:19:11.000Z,"east of the Kuril Islands",earthquake
2009-08-28T01:51:20.000Z,-7.05,123.43,630.5,6.8,mww,,,,,duputel,duputel200908280151a,2015-02-12T16:21:22.000Z,"Banda Sea",earthquake
2009-08-28T01:51:20.400Z,-7.146,123.427,642.4,6.9,mwc,350,19.5,,0.84,us,usp000h0y7,2015-02-12T23:04:51.460Z,"Banda Sea",earthquake
2009-08-28T01:52:06.640Z,37.696,95.718,13,6.3,mwc,351,30.5,,0.81,us,usp000h0y8,2015-02-12T22:27:44.236Z,"northern Qinghai, China",earthquake
2009-08-28T02:14:56.190Z,37.646,95.709,4,5.6,mb,298,17.5,,0.9,us,usp000h0ya,2015-02-12T23:47:44.019Z,"northern Qinghai, China",earthquake
2009-08-28T02:16:08.040Z,37.679,95.767,16.4,5.6,mb,218,20.2,,0.75,us,usp000h0yb,2015-02-12T22:53:52.552Z,"northern Qinghai, China",earthquake
2009-08-30T14:51:32.000Z,-15.02,-172.4664,25.5,6.5,mww,,,,,duputel,duputel200908301451a,2015-02-12T16:21:22.000Z,"Samoa Islands region",earthquake
2009-08-30T14:51:32.890Z,-15.223,-172.571,11,6.6,mwc,431,20.9,,1.04,us,usp000h121,2015-02-12T22:33:19.191Z,"Samoa Islands region",earthquake
2009-08-31T10:15:29.770Z,37.606,95.831,6,5.8,mwc,347,26.3,,0.91,us,usp000h134,2015-02-12T23:39:32.466Z,"northern Qinghai, China",earthquake
2009-09-02T07:55:01.050Z,-7.782,107.297,46,7,mwc,312,16.3,,0.89,us,usp000h152,2015-02-12T23:33:48.834Z,"Java, Indonesia",earthquake
2009-09-02T08:02:21.200Z,-7.817,107.393,51.8,5.5,mb,53,30.1,,0.97,us,usp000h153,2014-11-07T01:39:38.592Z,"Java, Indonesia",earthquake
2009-09-02T18:00:09.330Z,-29.395,-178.956,257,6.2,mwb,378,24.6,,1.06,us,usp000h15r,2015-02-12T23:07:48.579Z,"Kermadec Islands, New Zealand",earthquake
2009-09-03T13:26:17.000Z,31.176,130.181,166.2,6.2,mw,,,,,iscgem,iscgem15473786,2015-02-12T23:16:41.497Z,"Kyushu, Japan",earthquake
2009-09-03T13:26:17.950Z,31.14,130.014,163,6.2,mwc,460,20.7,,1,us,usp000h16f,2015-02-11T17:19:11.000Z,"Kyushu, Japan",earthquake
2009-09-03T19:51:06.960Z,24.332,94.669,95,5.9,mwc,358,14.3,,0.83,us,usp000h16n,2015-02-12T21:14:02.055Z,"Myanmar-India border region",earthquake
2009-09-05T03:58:39.460Z,-15.121,-70.248,210.2,5.8,mwc,363,60,,0.91,us,usp000h18a,2015-02-12T21:42:17.664Z,"southern Peru",earthquake
2009-09-06T21:49:42.000Z,41.4865,20.4321,3,5.5,,,,,,atlas,atlas20090906214942,2015-02-04T09:43:48.335Z,"Albania",earthquake
2009-09-06T21:49:42.170Z,41.483,20.388,3,5.5,mwc,372,21,,1.12,us,usp000h19n,2015-02-11T17:19:11.000Z,"Albania",earthquake
2009-09-07T16:12:22.560Z,-10.198,110.628,23,6.2,mwc,349,21.6,,0.81,us,usp000h1af,2015-02-12T22:46:55.994Z,"south of Java, Indonesia",earthquake
2009-09-07T22:41:37.360Z,42.66,43.443,15,6,mwc,309,32,,0.75,us,usp000h1ar,2015-02-12T23:20:21.131Z,"Georgia (Sak'art'velo)",earthquake
2009-09-08T18:51:22.890Z,1.118,120.897,22.5,5.8,mwc,167,19.8,,0.83,us,usp000h1bv,2015-02-12T23:50:50.044Z,"Minahasa, Sulawesi, Indonesia",earthquake
2009-09-09T08:06:33.370Z,2.408,126.012,106.9,5.7,mwc,175,20.1,,0.95,us,usp000h1c9,2015-02-12T23:42:28.654Z,"Molucca Sea",earthquake
2009-09-10T02:46:50.350Z,48.317,154.192,36,6,mwc,470,28.7,,0.81,us,usp000h1cv,2015-02-12T23:22:27.064Z,"Kuril Islands",earthquake
2009-09-10T19:46:03.870Z,-29.926,-111.824,10,5.5,mwc,157,38.6,,0.77,us,usp000h1dc,2015-02-11T17:19:12.000Z,"Easter Island region",earthquake
2009-09-11T08:49:11.960Z,48.294,154.23,35,5.6,mwc,427,35.1,,0.81,us,usp000h1ee,2015-02-12T22:17:17.328Z,"Kuril Islands",earthquake
2009-09-12T20:06:24.000Z,10.7,-67.92,10,6.4,mwc,,,,,gcmt,gcmt20090912200624,2015-02-11T17:19:12.000Z,"offshore Carabobo, Venezuela",earthquake
2009-09-12T20:06:25.470Z,10.709,-67.927,14,6.4,mwc,508,18.3,,1.24,us,usp000h1fu,2015-02-12T22:07:00.277Z,"offshore Carabobo, Venezuela",earthquake
2009-09-17T23:21:38.520Z,-29.144,-112.267,10,6.2,mwc,299,38.7,,0.94,us,usp000h1m3,2015-02-12T23:17:37.860Z,"Easter Island region",earthquake
2009-09-18T06:23:53.490Z,12.616,120.429,12,5.9,mwb,294,29.9,,1.07,us,usp000h1mh,2015-02-11T17:19:12.000Z,"Mindoro, Philippines",earthquake
2009-09-18T06:23:55.000Z,12.617,120.476,21.8,6,mw,,,,,iscgem,iscgem15480659,2015-02-12T20:45:53.205Z,"Mindoro, Philippines",earthquake
2009-09-18T11:53:48.010Z,6.513,124.715,10,5.7,mwc,88,40.4,,1.13,us,usp000h1mu,2015-02-11T17:19:12.000Z,"Mindanao, Philippines",earthquake
2009-09-18T11:53:50.000Z,6.542,124.712,25,5.7,mw,,,,,iscgem,iscgem15161993,2015-02-12T23:19:47.898Z,"Mindanao, Philippines",earthquake
2009-09-18T18:34:22.140Z,1.755,127.189,92.7,5.8,mwc,179,40.5,,0.95,us,usp000h1n0,2015-02-12T22:35:45.960Z,"Halmahera, Indonesia",earthquake
2009-09-18T18:46:08.340Z,19.269,-108.481,10,5.6,mwb,200,123,,0.92,us,usp000h1n1,2015-02-12T23:45:27.199Z,"Revilla Gigedo Islands region",earthquake
2009-09-18T23:06:57.000Z,-9.172,115.595,75,5.7,mw,,,,,iscgem,iscgem15481018,2015-02-12T22:16:50.446Z,"south of Bali, Indonesia",earthquake
2009-09-18T23:06:57.720Z,-9.138,115.593,79,5.7,mwc,375,24,,1.09,us,usp000h1n7,2014-11-07T01:39:43.042Z,"south of Bali, Indonesia",earthquake
2009-09-21T08:30:13.980Z,71.037,-7.67,10,5.6,mwc,301,45.1,,0.83,us,usp000h1r2,2015-02-12T21:59:53.070Z,"Jan Mayen Island region",earthquake
2009-09-21T08:53:05.000Z,27.398,91.433,14,6.1,mw,,,,,iscgem,iscgem13788745,2015-02-12T22:20:17.521Z,"Bhutan",earthquake
2009-09-21T08:53:05.910Z,27.332,91.437,14,6.1,mwb,259,45.4,,0.98,us,usp000h1r4,2015-02-04T09:45:21.234Z,"Bhutan",earthquake
2009-09-21T19:38:42.000Z,20.393,94.837,84.6,5.7,mw,,,,,iscgem,iscgem15482283,2015-02-12T22:59:45.460Z,"Myanmar",earthquake
2009-09-21T19:38:42.330Z,20.404,94.793,84.2,5.7,mwc,299,31.7,,0.76,us,usp000h1rn,2014-11-07T01:39:44.092Z,"Myanmar",earthquake
2009-09-22T04:38:11.570Z,-3.775,141.958,58.8,5.6,mwc,120,25.7,,0.94,us,usp000h1rt,2015-02-12T20:33:57.935Z,"New Guinea, Papua New Guinea",earthquake
2009-09-22T22:58:30.760Z,-6.13,154.706,82.4,5.6,mwc,84,24.8,,0.83,us,usp000h1sr,2015-02-11T17:19:12.000Z,"Bougainville region, Papua New Guinea",earthquake
2009-09-23T02:59:30.530Z,-52.963,159.911,10,6,mwc,111,59.5,,0.92,us,usp000h1sx,2015-02-12T21:51:38.935Z,"Macquarie Island region",earthquake
2009-09-24T07:16:20.260Z,18.829,-107.339,13,6.4,mwc,375,73,,1.33,us,usp000h1tv,2015-02-12T20:23:44.022Z,"off the coast of Jalisco, Mexico",earthquake
2009-09-25T09:06:13.180Z,-6.372,130.217,122.7,5.6,mwc,259,25.5,,0.79,us,usp000h1ut,2015-02-12T22:30:48.195Z,"Banda Sea",earthquake
2009-09-28T19:22:57.140Z,27.927,127.821,9,5.8,mwb,249,18.4,,0.98,us,usp000h1xt,2015-02-12T23:26:37.041Z,"Ryukyu Islands, Japan",earthquake
2009-09-29T17:48:10.000Z,-15.529,-171.873,15,8.1,mw,,,,,iscgem,iscgem15162203,2015-02-12T20:35:26.134Z,"Samoa Islands region",earthquake
2009-09-29T17:48:10.990Z,-15.489,-172.095,18,8.1,mwc,520,20.8,,1.01,us,usp000h1ys,2015-02-12T16:21:22.000Z,"Samoa Islands region",earthquake
2009-09-29T17:56:05.790Z,-15.355,-173.159,10,6,mb,101,75.5,,1.17,us,usp000h1yt,2014-11-07T01:39:45.546Z,"Tonga",earthquake
2009-09-29T17:57:26.940Z,-15.817,-173.126,10,5.6,mb,54,76.1,,1.15,us,usp000h1yu,2015-02-12T20:49:19.211Z,"Tonga",earthquake
2009-09-29T18:08:21.990Z,-15.557,-172.015,10,5.6,mb,101,48.2,,1.04,us,usp000h1z1,2015-02-12T22:00:56.768Z,"Samoa Islands region",earthquake
2009-09-29T18:19:35.890Z,-15.941,-171.661,10,5.6,mb,115,57.1,,0.9,us,usp000h1z7,2015-02-12T21:23:30.897Z,"Samoa Islands region",earthquake
2009-09-29T18:21:42.460Z,-16.206,-172.976,10,5.8,mb,200,30.3,,0.81,us,usp000h1z9,2015-02-12T21:55:56.244Z,"Samoa Islands region",earthquake
2009-09-29T18:22:13.040Z,-16.125,-173.263,10,5.7,mb,63,59.5,,0.99,us,usp000h1za,2015-02-12T22:57:19.623Z,"Tonga",earthquake
2009-09-29T18:40:09.700Z,-15.358,-173.239,2.3,5.5,mb,168,51.1,,1,us,usp000h1zg,2015-02-12T20:20:36.533Z,"Tonga",earthquake
2009-09-29T23:11:51.160Z,-15.606,-173.372,10,5.5,mb,184,39.6,,0.99,us,usp000h21b,2014-11-07T01:39:45.919Z,"Tonga",earthquake
2009-09-29T23:45:03.460Z,-15.832,-172.551,10,6,mb,311,23,,0.94,us,usp000h21j,2015-02-12T21:08:08.369Z,"Samoa Islands region",earthquake
2009-09-30T01:39:41.140Z,4.919,126.711,57,5.5,mb,168,33.7,,0.94,us,usp000h221,2014-11-07T01:39:46.086Z,"Kepulauan Talaud, Indonesia",earthquake
2009-09-30T10:16:09.000Z,-0.82,99.87,90.5,7.5,mww,,,,,duputel,duputel200909301016a,2015-02-12T16:21:22.000Z,"southern Sumatra, Indonesia",earthquake
2009-09-30T10:16:09.250Z,-0.72,99.867,81,7.6,mwc,498,14,,0.92,us,usp000h237,2015-02-12T23:23:39.585Z,"southern Sumatra, Indonesia",earthquake
2009-09-30T17:20:40.220Z,-23.031,169.561,36.2,5.5,mb,117,48.3,,0.94,us,usp000h23s,2014-11-07T01:39:46.465Z,"southeast of the Loyalty Islands",earthquake
2009-09-30T19:03:17.300Z,-15.551,-69.293,255.4,5.9,mwc,341,58.8,,0.98,us,usp000h23y,2015-02-12T23:18:21.530Z,"La Paz, Bolivia",earthquake
2009-10-01T01:52:27.000Z,-2.72,101.6001,11.5,6.6,mww,,,,,duputel,duputel200910010152a,2015-02-12T16:21:22.000Z,"southern Sumatra, Indonesia",earthquake
2009-10-01T01:52:27.320Z,-2.482,101.524,9,6.6,mwc,417,30.1,,1.15,us,usp000h24c,2015-02-12T23:29:16.850Z,"southern Sumatra, Indonesia",earthquake
2009-10-01T06:13:33.310Z,-15.387,-173.252,14,5.8,mwc,293,50,,0.83,us,usp000h24w,2015-02-12T21:55:47.873Z,"Tonga",earthquake
2009-10-01T10:51:07.210Z,-17.215,-172.782,10,5.5,mwc,173,44.8,,0.91,us,usp000h25j,2015-02-11T17:19:12.000Z,"Tonga region",earthquake
2009-10-01T20:55:42.990Z,-12.25,166.511,80.8,5.5,mwc,128,55.1,,1.01,us,usp000h26s,2015-02-12T21:29:46.391Z,"Santa Cruz Islands",earthquake
2009-10-02T01:07:39.260Z,-16.335,-173.471,8,6.1,mwc,379,21.2,,1,us,usp000h271,2015-02-12T20:34:52.630Z,"Tonga",earthquake
2009-10-02T01:09:26.630Z,-16.246,-173.468,10,5.5,mb,89,41,,0.8,us,usp000h272,2014-11-07T01:39:50.772Z,"Tonga",earthquake
2009-10-02T15:47:09.350Z,-17.017,174.505,10,6,mwc,229,47.8,,1.26,us,usp000h28m,2015-02-12T20:47:36.139Z,"Fiji region",earthquake
2009-10-03T07:16:59.100Z,-16.911,-172.965,10,5.5,mwc,209,36,,0.92,us,usp000h2ab,2015-02-11T17:19:13.000Z,"Samoa Islands region",earthquake
2009-10-03T17:36:06.120Z,23.63,121.452,28,6.1,mww,311,22.4,,0.97,us,usp000h2b0,2015-02-12T20:36:01.167Z,"Taiwan",earthquake
2009-10-04T03:36:00.510Z,-0.468,132.974,46.4,5.5,mwc,180,21.5,,0.88,us,usp000h2bn,2015-02-11T17:19:13.000Z,"near the north coast of Papua, Indonesia",earthquake
2009-10-04T09:10:31.610Z,-16.231,-173.24,23,5.5,mwc,273,44.8,,0.85,us,usp000h2by,2015-02-11T17:19:13.000Z,"Tonga",earthquake
2009-10-04T10:58:00.000Z,6.64,123.6821,630.5,6.6,mww,,,,,duputel,duputel200910041058a,2015-02-12T16:21:22.000Z,"Moro Gulf, Mindanao, Philippines",earthquake
2009-10-04T10:58:00.170Z,6.74,123.378,620,6.6,mwc,419,11.6,,1.05,us,usp000h2c1,2015-02-12T22:12:11.316Z,"Moro Gulf, Mindanao, Philippines",earthquake
2009-10-04T11:04:07.980Z,6.683,123.529,640,5.6,mb,107,34.2,,0.83,us,usp000h2c2,2015-02-12T20:43:59.607Z,"Moro Gulf, Mindanao, Philippines",earthquake
2009-10-04T17:09:53.160Z,-16.352,-173.255,10,5.5,mwc,98,66.5,,1.19,us,usp000h2cq,2015-02-11T17:19:13.000Z,"Tonga",earthquake
2009-10-06T01:59:39.290Z,-4.533,-104.912,10,5.7,mwc,216,48.4,,0.82,us,usp000h2ea,2015-02-12T21:48:39.299Z,"central East Pacific Rise",earthquake
2009-10-06T17:22:50.880Z,18.796,-107.527,10,5.5,mwc,203,103,,1.17,us,usp000h2et,2015-02-11T17:19:13.000Z,"off the coast of Jalisco, Mexico",earthquake
2009-10-07T05:38:37.280Z,52.157,178.052,138.4,5.7,mwc,430,18.4,,0.76,us,usp000h2fk,2015-02-12T20:12:51.432Z,"Rat Islands, Aleutian Islands, Alaska",earthquake
2009-10-07T20:52:13.020Z,81.572,119.533,8,5.8,mwc,331,33.3,,1.12,us,usp000h2g5,2015-02-12T20:55:48.986Z,"east of Severnaya Zemlya",earthquake
2009-10-07T21:41:13.270Z,4.079,122.371,574,6.8,mwc,326,17.4,,1.06,us,usp000h2g6,2015-02-12T20:51:35.370Z,"Celebes Sea",earthquake
2009-10-07T22:03:14.000Z,-12.91,166.2021,45.5,7.6,mww,,,,,duputel,duputel200910072203a,2015-02-12T16:21:22.000Z,"Santa Cruz Islands",earthquake
2009-10-07T22:03:14.470Z,-13.006,166.51,45,7.7,mww,283,23.2,,1.31,us,usp000h2g9,2015-02-12T22:46:18.779Z,"Vanuatu",earthquake
2009-10-07T22:18:25.720Z,-12.622,166.352,35,5.8,mb,128,51.3,,0.83,us,usp000h2gc,2015-02-12T21:06:25.080Z,"Santa Cruz Islands",earthquake
2009-10-07T22:18:51.240Z,-12.517,166.382,35,7.8,mwc,195,20.3,,0.97,us,usp000h2gd,2015-02-12T22:22:50.853Z,"Santa Cruz Islands",earthquake
